"";"sample";"intercept";"time";"treatment";"sigma.b";"sigma";"se.intercept";"se.time";"se.treatment";"se.sigma.b";"se.sigma";"model";"scenario"
"435";45;-1,57859072639455;0,503173449017828;-1,48685939527475;0,466576850244231;0,714703477100928;0,0554296541833726;0,0289086433234407;0,063313652549091;0,0233289531144734;0,0218700894877725;"spm+class";"MNAR"
"436";46;-1,35717332398072;0,555944589896491;-1,83936567179216;2,25653842224823;0,736895145073452;0,0551033821904058;0,00145404440189579;0,108869450490534;0,120963013125697;0,0314073403492457;"ignorable";"MNAR"
"437";46;-1,31047789677165;0,495643257850405;-1,87147712274301;2,28981489607611;0,740500731119226;0,0584743184138033;0,0318857395757119;0,0683887919015476;0,114253217665548;0,0240038610488527;"spm";"MNAR"
"438";46;-1,66906328672235;0,481961701319963;-1,30255652970574;0,472045833187348;0,750756008963988;0,059284134744826;0,0323273269469442;0,0693359029244428;0,0236021199181791;0,0243319799422085;"spm+class";"MNAR"
"439";47;-1,56423161110585;0,553611908952115;-0,850863709314507;2,19448189711158;0,727967563862167;0,0524083585382446;0,0012235053373145;0,103199833718367;0,118014847329722;0,0291942545540646;"ignorable";"MNAR"
"440";47;-1,50332740645047;0,512160796406484;-0,869149592610836;2,22282299425628;0,728554896105938;0,0581093405374595;0,0301020842727195;0,0672639003345188;0,111032429780129;0,0227489601517113;"spm";"MNAR"
"441";47;-0,949872392138728;0,499231166040464;-1,33348580970315;0,565859481757679;0,726440798262446;0,0579407109900269;0,030014734418858;0,067068701139797;0,0282936109654062;0,0226791652456645;"spm+class";"MNAR"
"442";48;-1,28683839498545;0,553830604368832;-1,54311748164961;2,18130941259303;0,663003063382759;0,0510853447037242;0,0010883407711573;0,100920622373111;0,115682596431331;0,0273576959814362;"ignorable";"MNAR"
"443";48;-1,2492778572424;0,520705236689744;-1,56824052893297;2,21432017659848;0,649990009074061;0,0518341890801744;0,0273111792427952;0,0600864157120529;0,110699984605148;0,0206815326288313;"spm";"MNAR"
"444";48;-1,18277352694489;0,513155721980585;-1,63923365396824;0,489648425423766;0,669474415645328;0,0533879948459655;0,0281298720090193;0,0618875941476301;0,0244820635530179;0,021298499627342;"spm+class";"MNAR"
"445";49;-1,4415069000305;0,555157359400845;-1,39279224669799;2,29405141648531;0,763231701598533;0,057253378967196;0,00137315605674221;0,112756863932078;0,122977774474876;0,0311933315373887;"ignorable";"MNAR"
